Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,Dim1Size,Dim2Size,Dim3Size,EchoTime,EffectiveEchoSpacing,FlipAngle,HasFieldmap,MultibandAccelerationFactor,NSliceTimes,NumVolumes,Obliquity,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime,UsedAsFieldmap,VoxelSizeDim1,VoxelSizeDim2,VoxelSizeDim3
,,,acquisition-VNavVARIANTDim1SizeVoxelSizeDim1_datatype-anat_suffix-T1w,acquisition-VNav_datatype-anat_suffix-T1w__3,acquisition-VNav_datatype-anat_suffix-T1w,3,2,32.0,256.0,256.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,5.0,1.0,1.0
,,,acquisition-VNavVARIANTDim1Size_datatype-anat_suffix-T1w,acquisition-VNav_datatype-anat_suffix-T1w__4,acquisition-VNav_datatype-anat_suffix-T1w,4,1,114.0,256.0,256.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,1.0,1.0,1.0
,,,acquisition-VNavVARIANTDim1Size_datatype-anat_suffix-T1w,acquisition-VNav_datatype-anat_suffix-T1w__5,acquisition-VNav_datatype-anat_suffix-T1w,5,1,112.0,256.0,256.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,1.0,1.0,1.0
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__1,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,1,928,104.0,104.0,72.0,0.1,0.00039,90.0,False,,0,1.0,False,2.0,1.0,j-,3.32,0.04,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__2,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,2,871,104.0,104.0,72.0,0.1,0.00041,90.0,False,,0,1.0,True,2.0,1.0,j-,3.32,0.043,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTRepetitionTimeDim1SizeDim2SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__3,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,3,279,96.0,96.0,72.0,0.076,0.00072,90.0,False,,0,1.0,False,,0.75,j-,3.11,0.068,True,2.0,2.0,2.0
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__4,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,4,38,104.0,104.0,72.0,0.1,0.00039,90.0,False,,0,1.0,True,2.0,1.0,j-,3.32,0.04,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__5,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,5,20,104.0,104.0,72.0,0.1,0.00041,90.0,False,,0,1.0,True,2.0,1.0,j-,3.32,0.043,False,1.798,1.798,1.8
,,,acquisition-dwiVARIANTRepetitionTimeDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__6,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,6,18,140.0,140.0,81.0,0.089,0.00067,90.0,False,,0,2.0,False,,0.75,j-,4.1,0.093,True,1.714,1.714,1.7
,,,acquisition-dwiVARIANTRepetitionTimeDim1SizeDim2SizeObliquityVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__7,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,7,12,96.0,96.0,72.0,0.076,0.00072,90.0,False,,0,1.0,True,,0.75,j-,3.11,0.068,True,2.0,2.0,2.0
,,,acquisition-dwiVARIANTOther_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__8,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,8,7,104.0,104.0,72.0,0.1,0.00041,90.0,False,,0,1.0,False,2.0,1.0,j-,3.32,0.043,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTOther_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__9,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,9,6,104.0,104.0,72.0,0.1,0.00039,90.0,False,,0,1.0,False,2.0,1.0,j-,3.32,0.04,False,1.798,1.798,1.8
,,,acquisition-dwiVARIANTDim3SizeVoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__10,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,10,5,104.0,104.0,60.0,0.1,0.00039,90.0,False,,0,1.0,False,2.0,1.0,j-,3.32,0.04,True,1.798,1.798,2.4
,,,acquisition-dwiVARIANTRepetitionTimeDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__11,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,11,3,140.0,140.0,81.0,0.089,0.00067,90.0,False,,0,2.0,False,,0.75,j-,4.1,0.093,False,1.714,1.714,1.7
,,,acquisition-dwiVARIANTRepetitionTimeObliquity_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__12,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,12,1,104.0,104.0,72.0,0.1,0.00048,90.0,False,,0,1.0,True,2.0,1.0,j-,3.44,0.049,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__13,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,13,1,104.0,104.0,72.0,0.1,0.00041,90.0,False,,0,1.0,True,2.0,1.0,j,3.32,0.043,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTRepetitionTimeDim1SizeDim2SizeDim3SizeNumVolumesObliquityVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__14,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,14,1,140.0,140.0,81.0,0.089,0.00067,90.0,False,,0,2.0,True,,0.75,j-,4.1,0.093,True,1.714,1.714,1.7
,,,acquisition-dwiVARIANTVoxelSizeDim1VoxelSizeDim2_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__15,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,15,1,104.0,104.0,72.0,0.1,0.00039,90.0,False,,0,1.0,False,2.0,1.0,j-,3.32,0.04,True,1.827,1.827,1.8
,,,acquisition-dwiVARIANTVoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__16,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,16,1,104.0,104.0,72.0,0.1,0.00039,90.0,False,,0,1.0,False,2.0,1.0,j-,3.32,0.04,True,1.798,1.798,1.83
,,,acquisition-dwiVARIANTObliquityVoxelSizeDim1VoxelSizeDim2_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__17,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,17,1,104.0,104.0,72.0,0.1,0.00041,90.0,False,,0,1.0,True,2.0,1.0,j-,3.32,0.043,True,1.846,1.846,1.8
,,,acquisition-dwiVARIANTRepetitionTimeDim1SizeDim2SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__18,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,18,1,96.0,96.0,72.0,0.076,0.00074,90.0,False,,0,1.0,False,,0.75,i,3.14,0.07,True,2.0,2.0,2.0
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__19,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,19,1,104.0,104.0,72.0,0.1,0.00041,90.0,False,,0,1.0,True,2.0,1.0,i,3.32,0.043,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTRepetitionTimeDim1SizeDim2SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__20,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,20,1,96.0,96.0,72.0,0.076,0.00072,90.0,False,,0,1.0,False,,0.75,j-,3.11,0.068,False,2.0,2.0,2.0
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__1,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,1,893,104.0,104.0,72.0,0.1,0.00039,90.0,False,,0,1.0,False,2.0,1.0,j,3.32,0.04,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__2,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,2,846,104.0,104.0,72.0,0.1,0.00041,90.0,False,,0,1.0,True,2.0,1.0,j,3.32,0.043,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTRepetitionTimeDim1SizeDim2SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__3,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,3,283,96.0,96.0,72.0,0.076,0.00072,90.0,False,,0,1.0,False,,0.75,j,3.11,0.068,True,2.0,2.0,2.0
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__4,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,4,31,104.0,104.0,72.0,0.1,0.00039,90.0,False,,0,1.0,True,2.0,1.0,j,3.32,0.04,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__5,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,5,28,104.0,104.0,72.0,0.1,0.00041,90.0,False,,0,1.0,True,2.0,1.0,i-,3.32,0.043,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTOther_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__6,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,6,27,104.0,104.0,72.0,0.1,0.00039,90.0,False,,0,1.0,False,2.0,1.0,i,3.32,0.04,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTRepetitionTimeDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__7,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,7,18,140.0,140.0,81.0,0.089,0.00067,90.0,False,,0,2.0,False,,0.75,j,4.1,0.093,True,1.714,1.714,1.7
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__8,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,8,15,104.0,104.0,72.0,0.1,0.00041,90.0,False,,0,1.0,True,2.0,1.0,j,3.32,0.043,False,1.798,1.798,1.8
,,,acquisition-dwiVARIANTRepetitionTimeDim1SizeDim2SizeObliquityVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__9,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,9,11,96.0,96.0,72.0,0.076,0.00072,90.0,False,,0,1.0,True,,0.75,j,3.11,0.068,True,2.0,2.0,2.0
,,,acquisition-dwiVARIANTOther_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__10,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,10,7,104.0,104.0,72.0,0.1,0.00039,90.0,False,,0,1.0,False,2.0,1.0,j-,3.32,0.04,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTOther_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__11,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,11,6,104.0,104.0,72.0,0.1,0.00039,90.0,False,,0,1.0,False,2.0,1.0,j,3.32,0.04,False,1.798,1.798,1.8
,,,acquisition-dwiVARIANTOther_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__12,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,12,6,104.0,104.0,72.0,0.1,0.00041,90.0,False,,0,1.0,False,2.0,1.0,j,3.32,0.043,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTDim1SizeDim2SizeDim3SizeObliquityVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__13,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,13,5,84.0,84.0,60.0,0.1,0.00041,90.0,False,,0,1.0,True,2.0,1.0,j,3.32,0.043,False,2.405,2.405,2.4
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__14,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,14,5,104.0,104.0,72.0,0.1,0.00039,90.0,False,,0,1.0,True,2.0,1.0,i,3.32,0.04,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTDim3SizeVoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__15,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,15,5,104.0,104.0,60.0,0.1,0.00039,90.0,False,,0,1.0,False,2.0,1.0,j,3.32,0.04,True,1.798,1.798,2.4
,,,acquisition-dwiVARIANTRepetitionTimeDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__16,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,16,3,140.0,140.0,81.0,0.089,0.00067,90.0,False,,0,2.0,False,,0.75,j,4.1,0.093,False,1.714,1.714,1.7
,,,acquisition-dwiVARIANTRepetitionTimeDim1SizeDim2SizeDim3SizeObliquityVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__17,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,17,3,84.0,84.0,60.0,0.051,0.00055,90.0,False,,60,1.0,True,,1.0,j,5.301,0.046,False,2.405,2.405,2.4
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__18,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,18,2,104.0,104.0,72.0,0.1,0.00039,90.0,False,,0,1.0,True,2.0,1.0,j-,3.32,0.04,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__19,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,19,1,104.0,104.0,72.0,0.1,0.00041,90.0,False,,0,1.0,True,2.0,1.0,i,3.32,0.043,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTDim3Size_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__20,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,20,1,104.0,104.0,39.0,0.1,0.00039,90.0,False,,0,1.0,False,2.0,1.0,j,3.32,0.04,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTRepetitionTimeObliquity_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__21,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,21,1,104.0,104.0,72.0,0.1,0.0005,90.0,False,,0,1.0,True,2.0,1.0,j,3.44,0.051,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__22,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,22,1,104.0,104.0,72.0,0.1,0.00041,90.0,False,,0,1.0,True,2.0,1.0,j-,3.32,0.043,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTRepetitionTimeDim1SizeDim2SizeDim3SizeNumVolumesObliquityVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__23,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,23,1,140.0,140.0,81.0,0.089,0.00067,90.0,False,,0,2.0,True,,0.75,j,4.1,0.093,True,1.714,1.714,1.7
,,,acquisition-dwiVARIANTVoxelSizeDim1VoxelSizeDim2_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__24,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,24,1,104.0,104.0,72.0,0.1,0.00039,90.0,False,,0,1.0,False,2.0,1.0,j,3.32,0.04,True,1.827,1.827,1.8
,,,acquisition-dwiVARIANTDim3Size_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__25,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,25,1,104.0,104.0,39.0,0.1,0.00039,90.0,False,,0,1.0,False,2.0,1.0,j-,3.32,0.04,True,1.798,1.798,1.8
,,,acquisition-dwiVARIANTRepetitionTimeDim1SizeDim2SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__26,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,26,1,96.0,96.0,72.0,0.076,0.00072,90.0,False,,0,1.0,False,,0.75,j,3.11,0.068,False,2.0,2.0,2.0
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__27,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,27,1,104.0,104.0,72.0,0.1,0.00041,90.0,False,,0,1.0,True,2.0,1.0,i,3.32,0.043,False,1.798,1.798,1.8
,,,acquisition-dwiVARIANTRepetitionTimeDim1SizeDim2SizeDim3SizeObliquityVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__28,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,28,1,84.0,84.0,60.0,0.051,0.00055,90.0,False,,60,1.0,True,,1.0,j-,5.301,0.046,False,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__1,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,1,1152,84.0,84.0,60.0,0.051,0.00055,90.0,False,,60,1.0,True,,1.0,j-,5.301,0.046,True,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTOther_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__2,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,2,795,84.0,84.0,60.0,0.051,0.0005,90.0,False,,60,1.0,True,,1.0,j-,5.301,0.041,True,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTObliquity_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__3,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,3,186,84.0,84.0,60.0,0.051,0.0005,90.0,False,,60,1.0,False,,1.0,j-,5.301,0.041,True,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTOther_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__4,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,4,32,84.0,84.0,60.0,0.051,0.0005,90.0,False,,60,1.0,True,,1.0,j-,5.301,0.041,False,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTRepetitionTimeDim1SizeDim2SizeVoxelSizeDim1VoxelSizeDim2_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__5,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,5,26,90.0,90.0,60.0,0.08,0.00051,90.0,False,,0,1.0,True,,1.0,j-,7.03,0.045,True,2.4,2.4,2.4
,,,acquisition-fMRIVARIANTObliquity_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__6,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,6,14,84.0,84.0,60.0,0.051,0.00055,90.0,False,,60,1.0,False,,1.0,j-,5.301,0.046,True,2.405,2.405,2.4
