Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,Dim1Size,Dim2Size,Dim3Size,EchoTime,EffectiveEchoSpacing,FlipAngle,HasFieldmap,MultibandAccelerationFactor,NSliceTimes,NumVolumes,Obliquity,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime,UsedAsFieldmap,VoxelSizeDim1,VoxelSizeDim2,VoxelSizeDim3
,,,acquisition-fMRIVARIANTOther_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__7,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,7,13,84.0,84.0,60.0,0.051,0.00055,90.0,False,,60,1.0,True,,1.0,j-,5.301,0.046,False,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTObliquity_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__8,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,8,7,84.0,84.0,60.0,0.051,0.0005,90.0,False,,60,1.0,False,,1.0,j-,5.301,0.041,False,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTVoxelSizeDim1VoxelSizeDim2_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__9,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,9,2,84.0,84.0,60.0,0.051,0.00055,90.0,False,,60,1.0,True,,1.0,j-,5.301,0.046,True,2.393,2.393,2.4
,,,acquisition-fMRIVARIANTOther_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__10,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,10,1,84.0,84.0,60.0,0.051,0.00055,90.0,False,,60,1.0,True,,1.0,j,5.301,0.046,True,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTObliquity_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__11,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,11,1,84.0,84.0,60.0,0.051,0.00055,90.0,False,,60,1.0,False,,1.0,j,5.301,0.046,True,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTRepetitionTimeDim1SizeDim2SizeVoxelSizeDim1VoxelSizeDim2_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__12,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,12,1,90.0,90.0,60.0,0.08,0.00051,90.0,False,,0,1.0,True,,1.0,j-,7.03,0.045,False,2.4,2.4,2.4
,,,acquisition-fMRIVARIANTRepetitionTime_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__13,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,13,1,84.0,84.0,60.0,0.066,0.00072,90.0,False,,60,1.0,True,,1.0,i,6.61,0.06,True,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTRepetitionTime_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__14,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,14,1,84.0,84.0,60.0,0.06,0.00065,90.0,False,,60,1.0,True,,1.0,i-,6.09,0.054,True,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTVoxelSizeDim1VoxelSizeDim2_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__15,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,15,1,84.0,84.0,60.0,0.051,0.00055,90.0,False,,60,1.0,True,,1.0,j-,5.301,0.046,True,2.417,2.417,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__1,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,1,1135,84.0,84.0,60.0,0.051,0.00055,90.0,False,,60,1.0,True,,1.0,j,5.301,0.046,True,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTOther_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__2,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,2,796,84.0,84.0,60.0,0.051,0.0005,90.0,False,,60,1.0,True,,1.0,j,5.301,0.041,True,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__3,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,3,176,84.0,84.0,60.0,0.051,0.0005,90.0,False,,60,1.0,False,,1.0,j,5.301,0.041,True,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTOther_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__4,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,4,32,84.0,84.0,60.0,0.051,0.0005,90.0,False,,60,1.0,True,,1.0,j,5.301,0.041,False,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTRepetitionTimeDim1SizeDim2SizeVoxelSizeDim1VoxelSizeDim2_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__5,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,5,26,90.0,90.0,60.0,0.08,0.00051,90.0,False,,0,1.0,True,,1.0,j,7.03,0.045,True,2.4,2.4,2.4
,,,acquisition-fMRIVARIANTOther_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__6,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,6,16,84.0,84.0,60.0,0.051,0.00055,90.0,False,,60,1.0,True,,1.0,j-,5.301,0.046,True,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__7,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,7,13,84.0,84.0,60.0,0.051,0.00055,90.0,False,,60,1.0,False,,1.0,j,5.301,0.046,True,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTOther_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__8,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,8,12,84.0,84.0,60.0,0.051,0.00055,90.0,False,,60,1.0,True,,1.0,j,5.301,0.046,False,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__9,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,9,6,84.0,84.0,60.0,0.051,0.0005,90.0,False,,60,1.0,False,,1.0,j,5.301,0.041,False,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTRepetitionTime_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__10,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,10,3,84.0,84.0,60.0,0.066,0.00072,90.0,False,,60,1.0,True,,1.0,i,6.61,0.06,True,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__11,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,11,1,84.0,84.0,60.0,0.051,0.00055,90.0,False,,60,1.0,False,,1.0,j-,5.301,0.046,True,2.405,2.405,2.4
,,,acquisition-fMRIVARIANTRepetitionTimeDim1SizeDim2SizeVoxelSizeDim1VoxelSizeDim2_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__12,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,12,1,90.0,90.0,60.0,0.08,0.00051,90.0,False,,0,1.0,True,,1.0,j,7.03,0.045,False,2.4,2.4,2.4
,,,acquisition-fMRIVARIANTOther_datatype-fmap_direction-PA_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__13,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,13,1,84.0,84.0,60.0,0.051,0.00055,90.0,False,,60,1.0,True,,1.0,j-,5.301,0.046,False,2.405,2.405,2.4
,,,,datatype-anat_suffix-T1w__1,datatype-anat_suffix-T1w,1,2318,224.0,320.0,320.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,0.8,0.8,0.8
,,,acquisition-VARIANTDim1SizeDim2SizeDim3SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-anat_suffix-T1w,datatype-anat_suffix-T1w__2,datatype-anat_suffix-T1w,2,2245,176.0,256.0,256.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,1.0,1.0,1.0
,,,acquisition-VARIANTRepetitionTimeDim1SizeDim2SizeDim3SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-anat_suffix-T1w,datatype-anat_suffix-T1w__3,datatype-anat_suffix-T1w,3,343,176.0,256.0,256.0,0.002,,7.0,False,,0,1.0,False,2.0,1.0,,2.73,,False,1.0,1.0,1.0
,,,acquisition-VARIANTRepetitionTimeDim1SizeDim2SizeDim3SizeObliquityVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-anat_suffix-T1w,datatype-anat_suffix-T1w__4,datatype-anat_suffix-T1w,4,6,nan,nan,nan,,,,False,,0,1.0,nan,,,,nan,,False,nan,nan,nan
,,,acquisition-VARIANTDim1SizeVoxelSizeDim1_datatype-anat_suffix-T1w,datatype-anat_suffix-T1w__5,datatype-anat_suffix-T1w,5,2,176.0,320.0,320.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,1.0,0.8,0.8
,,,acquisition-VARIANTDim1SizeDim2SizeDim3SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-anat_suffix-T1w,datatype-anat_suffix-T1w__6,datatype-anat_suffix-T1w,6,2,32.0,256.0,256.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,5.0,1.0,1.0
,,,acquisition-VARIANTDim1SizeDim2SizeDim3SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-anat_suffix-T1w,datatype-anat_suffix-T1w__7,datatype-anat_suffix-T1w,7,1,114.0,256.0,256.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,1.0,1.0,1.0
,,,acquisition-VARIANTVoxelSizeDim2VoxelSizeDim3_datatype-anat_suffix-T1w,datatype-anat_suffix-T1w__8,datatype-anat_suffix-T1w,8,1,224.0,320.0,320.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,0.8,0.769,0.769
,,,acquisition-VARIANTDim1SizeDim2SizeDim3SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-anat_suffix-T1w,datatype-anat_suffix-T1w__9,datatype-anat_suffix-T1w,9,1,112.0,256.0,256.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,1.0,1.0,1.0
,,,acquisition-VARIANTDim1SizeDim3Size_datatype-anat_suffix-T1w,datatype-anat_suffix-T1w__10,datatype-anat_suffix-T1w,10,1,320.0,320.0,224.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,0.8,0.8,0.8
,,,acquisition-VARIANTDim1SizeDim2SizeDim3SizeVoxelSizeDim2VoxelSizeDim3_datatype-anat_suffix-T1w,datatype-anat_suffix-T1w__11,datatype-anat_suffix-T1w,11,1,144.0,256.0,256.0,0.003,,8.0,False,,0,1.0,False,4.0,1.0,,2.5,,False,0.8,1.0,1.0
,,,acquisition-VARIANTDim1Size_datatype-anat_suffix-T1w,datatype-anat_suffix-T1w__12,datatype-anat_suffix-T1w,12,1,192.0,320.0,320.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,0.8,0.8,0.8
,,,acquisition-VARIANTDim1Size_datatype-anat_suffix-T1w,datatype-anat_suffix-T1w__13,datatype-anat_suffix-T1w,13,1,131.0,320.0,320.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,0.8,0.8,0.8
,,,acquisition-VARIANTDim1Size_datatype-anat_suffix-T1w,datatype-anat_suffix-T1w__14,datatype-anat_suffix-T1w,14,1,24.0,320.0,320.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,0.8,0.8,0.8
,,,acquisition-VARIANTDim1Size_datatype-anat_suffix-T1w,datatype-anat_suffix-T1w__15,datatype-anat_suffix-T1w,15,1,21.0,320.0,320.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,0.8,0.8,0.8
,,,acquisition-VARIANTDim1Size_datatype-anat_suffix-T1w,datatype-anat_suffix-T1w__16,datatype-anat_suffix-T1w,16,1,20.0,320.0,320.0,0.003,,8.0,False,,0,1.0,False,2.0,1.0,,2.5,,False,0.8,0.8,0.8
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__1,datatype-fmap_fmap-magnitude1_suffix-magnitude1,1,308,64.0,64.0,42.0,0.003,,90.0,False,,0,1.0,True,,1.0,j-,0.492,,True,3.0,3.0,3.0
,,,acquisition-VARIANTObliquity_datatype-fmap_fmap-magnitude1_suffix-magnitude1,datatype-fmap_fmap-magnitude1_suffix-magnitude1__2,datatype-fmap_fmap-magnitude1_suffix-magnitude1,2,27,64.0,64.0,42.0,0.003,,90.0,False,,0,1.0,False,,1.0,j-,0.492,,True,3.0,3.0,3.0
,,,acquisition-VARIANTOther_datatype-fmap_fmap-magnitude1_suffix-magnitude1,datatype-fmap_fmap-magnitude1_suffix-magnitude1__3,datatype-fmap_fmap-magnitude1_suffix-magnitude1,3,5,64.0,64.0,42.0,0.003,,90.0,False,,0,1.0,True,,1.0,j-,0.492,,False,3.0,3.0,3.0
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__1,datatype-fmap_fmap-magnitude2_suffix-magnitude2,1,308,64.0,64.0,42.0,0.008,,90.0,False,,0,1.0,True,,1.0,j-,0.492,,True,3.0,3.0,3.0
,,,acquisition-VARIANTObliquity_datatype-fmap_fmap-magnitude2_suffix-magnitude2,datatype-fmap_fmap-magnitude2_suffix-magnitude2__2,datatype-fmap_fmap-magnitude2_suffix-magnitude2,2,27,64.0,64.0,42.0,0.008,,90.0,False,,0,1.0,False,,1.0,j-,0.492,,True,3.0,3.0,3.0
,,,acquisition-VARIANTOther_datatype-fmap_fmap-magnitude2_suffix-magnitude2,datatype-fmap_fmap-magnitude2_suffix-magnitude2__3,datatype-fmap_fmap-magnitude2_suffix-magnitude2,3,5,64.0,64.0,42.0,0.008,,90.0,False,,0,1.0,True,,1.0,j-,0.492,,False,3.0,3.0,3.0
,,,,datatype-fmap_fmap-phasediff_suffix-phasediff__1,datatype-fmap_fmap-phasediff_suffix-phasediff,1,308,64.0,64.0,42.0,0.008,,90.0,False,,0,1.0,True,,1.0,j-,0.492,,True,3.0,3.0,3.0
,,,acquisition-VARIANTObliquity_datatype-fmap_fmap-phasediff_suffix-phasediff,datatype-fmap_fmap-phasediff_suffix-phasediff__2,datatype-fmap_fmap-phasediff_suffix-phasediff,2,27,64.0,64.0,42.0,0.008,,90.0,False,,0,1.0,False,,1.0,j-,0.492,,True,3.0,3.0,3.0
,,,acquisition-VARIANTOther_datatype-fmap_fmap-phasediff_suffix-phasediff,datatype-fmap_fmap-phasediff_suffix-phasediff__3,datatype-fmap_fmap-phasediff_suffix-phasediff,3,5,64.0,64.0,42.0,0.008,,90.0,False,,0,1.0,True,,1.0,j-,0.492,,False,3.0,3.0,3.0
,,,,datatype-func_run-1_suffix-bold_task-peer__1,datatype-func_run-1_suffix-bold_task-peer,1,1138,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,135.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTOther_datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-peer__2,datatype-func_run-1_suffix-bold_task-peer,2,646,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,135.0,True,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTObliquity_datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-peer__3,datatype-func_run-1_suffix-bold_task-peer,3,154,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,135.0,False,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTDim1SizeDim2SizeDim3SizeVoxelSizeDim1VoxelSizeDim2_datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-peer__4,datatype-func_run-1_suffix-bold_task-peer,4,24,90.0,90.0,66.0,0.03,0.0005,52.0,False,6.0,66,135.0,True,,1.0,j-,0.8,0.045,False,2.4,2.4,2.4
,,,acquisition-VARIANTObliquity_datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-peer__5,datatype-func_run-1_suffix-bold_task-peer,5,14,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,135.0,False,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTOther_datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-peer__6,datatype-func_run-1_suffix-bold_task-peer,6,3,84.0,84.0,60.0,0.036,0.00071,31.0,False,6.0,60,135.0,True,,1.0,i,0.8,0.059,False,2.429,2.429,2.4
,,,,datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,935,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,375.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTOther_datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-1_suffix-bold_task-rest__2,datatype-func_run-1_suffix-bold_task-rest,2,710,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,375.0,True,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTObliquity_datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-1_suffix-bold_task-rest__3,datatype-func_run-1_suffix-bold_task-rest,3,162,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,375.0,False,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2_datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-1_suffix-bold_task-rest__4,datatype-func_run-1_suffix-bold_task-rest,4,23,90.0,90.0,66.0,0.03,0.0005,52.0,False,6.0,66,370.0,True,,1.0,j-,0.8,0.045,False,2.4,2.4,2.4
,,,acquisition-VARIANTObliquity_datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-1_suffix-bold_task-rest__5,datatype-func_run-1_suffix-bold_task-rest,5,11,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,375.0,False,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-1_suffix-bold_task-rest__6,datatype-func_run-1_suffix-bold_task-rest,6,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,176.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-1_suffix-bold_task-rest__7,datatype-func_run-1_suffix-bold_task-rest,7,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,252.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-1_suffix-bold_task-rest__8,datatype-func_run-1_suffix-bold_task-rest,8,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,374.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-1_suffix-bold_task-rest__9,datatype-func_run-1_suffix-bold_task-rest,9,1,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,303.0,True,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-1_suffix-bold_task-rest__10,datatype-func_run-1_suffix-bold_task-rest,10,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,34.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumesObliquity_datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-1_suffix-bold_task-rest__11,datatype-func_run-1_suffix-bold_task-rest,11,1,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,164.0,False,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumesObliquity_datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-1_suffix-bold_task-rest__12,datatype-func_run-1_suffix-bold_task-rest,12,1,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,147.0,False,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-1_suffix-bold_task-rest__13,datatype-func_run-1_suffix-bold_task-rest,13,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,112.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,,datatype-func_run-2_suffix-bold_task-peer__1,datatype-func_run-2_suffix-bold_task-peer,1,779,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,135.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTOther_datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer__2,datatype-func_run-2_suffix-bold_task-peer,2,309,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,135.0,True,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTDim1SizeDim2SizeDim3SizeVoxelSizeDim1VoxelSizeDim2_datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer__3,datatype-func_run-2_suffix-bold_task-peer,3,24,90.0,90.0,66.0,0.03,0.0005,52.0,False,6.0,66,135.0,True,,1.0,j-,0.8,0.045,False,2.4,2.4,2.4
,,,acquisition-VARIANTObliquity_datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer__4,datatype-func_run-2_suffix-bold_task-peer,4,22,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,135.0,False,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
