Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,Dim1Size,Dim2Size,Dim3Size,EchoTime,EffectiveEchoSpacing,FlipAngle,HasFieldmap,KeyGroupCount,Modality,NSliceTimes,NumVolumes,Obliquity,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime,UsedAsFieldmap,VoxelSizeDim1,VoxelSizeDim2,VoxelSizeDim3
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__33,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,33,1,64,64,46,0.032,0.00055,90,True,61,func,46,154.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__34,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,34,1,64,64,46,0.032,0.00055,90,True,61,func,46,110.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__35,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,35,1,64,64,46,0.032,0.00055,90,True,61,func,46,227.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__36,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,36,1,64,64,46,0.032,0.00055,90,True,61,func,46,129.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__37,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,37,1,64,64,46,0.032,0.00055,90,True,61,func,46,72.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__38,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,38,1,64,64,46,0.032,0.00055,90,True,61,func,46,201.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__39,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,39,1,64,64,46,0.032,0.00055,90,True,61,func,46,143.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__40,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,40,1,64,64,46,0.032,0.00055,90,True,61,func,46,138.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__41,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,41,1,64,64,46,0.032,0.00055,90,True,61,func,46,105.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__42,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,42,1,64,64,46,0.032,0.00055,90,True,61,func,46,151.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__43,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,43,1,64,64,46,0.032,0.00055,90,True,61,func,46,226.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__44,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,44,1,64,64,46,0.032,0.00055,90,True,61,func,46,91.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__45,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,45,1,64,64,46,0.032,0.00055,90,True,61,func,46,109.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__46,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,46,1,64,64,46,0.032,0.00055,90,True,61,func,46,167.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__47,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,47,1,64,64,46,0.032,0.00055,90,True,61,func,46,73.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__48,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,48,1,64,64,46,0.032,0.00055,90,True,61,func,46,125.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__49,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,49,1,64,64,46,0.032,0.00055,90,True,61,func,46,195.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back__50,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,50,1,64,64,46,0.032,0.00055,90,True,61,func,46,84.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNoFmap_datatype-func_suffix-bold_task-idemo__1,acquisition-VARIANTNoFmap_datatype-func_suffix-bold_task-idemo,1,43,64,64,46,0.032,0.00055,90,False,43,func,46,210.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNoFmap_datatype-func_suffix-bold_task-frac2back__1,acquisition-VARIANTNoFmap_datatype-func_suffix-bold_task-frac2back,1,37,64,64,46,0.032,0.00055,90,False,37,func,46,231.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-singlebandVARIANTNoFmap_datatype-func_suffix-bold_task-rest__1,acquisition-singlebandVARIANTNoFmap_datatype-func_suffix-bold_task-rest,1,22,64,64,46,0.032,0.00055,90,False,22,func,46,124.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__1,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,1,2,64,64,46,0.032,0.00055,90,True,20,func,46,87.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__2,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,2,1,64,64,46,0.032,0.00055,90,True,20,func,46,140.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__3,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,3,1,64,64,46,0.032,0.00055,90,True,20,func,46,138.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__4,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,4,1,64,64,46,0.032,0.00055,90,True,20,func,46,151.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__5,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,5,1,64,64,46,0.032,0.00055,90,True,20,func,46,193.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__6,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,6,1,64,64,46,0.032,0.00055,90,True,20,func,46,131.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__7,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,7,1,64,64,46,0.032,0.00055,90,True,20,func,46,135.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__8,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,8,1,64,64,46,0.032,0.00055,90,True,20,func,46,172.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__9,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,9,1,64,64,46,0.032,0.00055,90,True,20,func,46,83.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__10,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,10,1,64,64,46,0.032,0.00055,90,True,20,func,46,115.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__11,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,11,1,64,64,46,0.032,0.00055,90,True,20,func,46,209.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__12,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,12,1,64,64,46,0.032,0.00055,90,True,20,func,46,187.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__13,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,13,1,64,64,46,0.032,0.00055,90,True,20,func,46,119.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__14,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,14,1,64,64,46,0.032,0.00055,90,True,20,func,46,179.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__15,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,15,1,64,64,46,0.032,0.00055,90,True,20,func,46,231.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__16,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,16,1,64,64,46,0.032,0.00055,90,True,20,func,46,170.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__17,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,17,1,64,64,46,0.032,0.00055,90,True,20,func,46,160.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__18,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,18,1,64,64,46,0.032,0.00055,90,True,20,func,46,128.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo__19,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,19,1,64,64,46,0.032,0.00055,90,True,20,func,46,205.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest__1,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,1,8,64,64,46,0.032,0.00055,90,True,20,func,46,204.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest__2,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,2,1,64,64,46,0.032,0.00055,90,True,20,func,46,123.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest__3,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,3,1,64,64,46,0.032,0.00055,90,True,20,func,46,99.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest__4,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,4,1,64,64,46,0.032,0.00055,90,True,20,func,46,83.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest__5,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,5,1,64,64,46,0.032,0.00055,90,True,20,func,46,107.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest__6,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,6,1,64,64,46,0.032,0.00055,90,True,20,func,46,62.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest__7,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,7,1,64,64,46,0.032,0.00055,90,True,20,func,46,84.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest__8,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,8,1,64,64,46,0.032,0.00055,90,True,20,func,46,86.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest__9,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,9,1,64,64,46,0.032,0.00055,90,True,20,func,46,101.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest__10,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,10,1,64,64,46,0.032,0.00055,90,True,20,func,46,73.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest__11,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,11,1,64,64,46,0.032,0.00055,90,True,20,func,46,108.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest__12,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,12,1,64,64,46,0.032,0.00055,90,True,20,func,46,97.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest__13,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,13,1,64,64,46,0.032,0.00055,90,True,20,func,46,88.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back__1,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back,1,2,64,64,46,0.032,0.00055,90,False,10,func,46,180.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back__2,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back,2,1,64,64,46,0.032,0.00055,90,False,10,func,46,183.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back__3,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back,3,1,64,64,46,0.032,0.00055,90,False,10,func,46,81.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back__4,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back,4,1,64,64,46,0.032,0.00055,90,False,10,func,46,153.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back__5,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back,5,1,64,64,46,0.032,0.00055,90,False,10,func,46,98.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back__6,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back,6,1,64,64,46,0.032,0.00055,90,False,10,func,46,227.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back__7,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back,7,1,64,64,46,0.032,0.00055,90,False,10,func,46,195.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back__8,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back,8,1,64,64,46,0.032,0.00055,90,False,10,func,46,207.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back__9,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back,9,1,64,64,46,0.032,0.00055,90,False,10,func,46,117.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo__1,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo,1,1,64,64,46,0.032,0.00055,90,False,6,func,46,157.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo__2,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo,2,1,64,64,46,0.032,0.00055,90,False,6,func,46,98.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo__3,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo,3,1,64,64,46,0.032,0.00055,90,False,6,func,46,176.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo__4,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo,4,1,64,64,46,0.032,0.00055,90,False,6,func,46,126.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo__5,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo,5,1,64,64,46,0.032,0.00055,90,False,6,func,46,102.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo__6,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo,6,1,64,64,46,0.032,0.00055,90,False,6,func,46,125.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-100VARIANTNoFmap_datatype-func_suffix-bold_task-rest__1,acquisition-100VARIANTNoFmap_datatype-func_suffix-bold_task-rest,1,2,64,64,46,0.032,0.00055,90,False,2,func,46,100.0,False,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTObliquity_datatype-func_suffix-bold_task-frac2back__1,acquisition-VARIANTObliquity_datatype-func_suffix-bold_task-frac2back,1,1,64,64,46,0.032,0.00055,90,True,1,func,46,231.0,True,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-VARIANTObliquity_datatype-func_suffix-bold_task-idemo__1,acquisition-VARIANTObliquity_datatype-func_suffix-bold_task-idemo,1,1,64,64,46,0.032,0.00055,90,True,1,func,46,210.0,True,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
,,,,acquisition-singlebandVARIANTObliquity_datatype-func_suffix-bold_task-rest__1,acquisition-singlebandVARIANTObliquity_datatype-func_suffix-bold_task-rest,1,1,64,64,46,0.032,0.00055,90,True,1,func,46,124.0,True,,1.0,j-,3.0,0.035,False,3.0,3.0,3.0
