Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,Dim1Size,Dim2Size,Dim3Size,EchoTime,EffectiveEchoSpacing,FlipAngle,HasFieldmap,KeyGroupCount,Modality,NSliceTimes,NumVolumes,Obliquity,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime,UsedAsFieldmap,VoxelSizeDim1,VoxelSizeDim2,VoxelSizeDim3
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__39,datatype-func_suffix-bold_task-frac2back,39,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,140.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__40,datatype-func_suffix-bold_task-frac2back,40,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,141.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__41,datatype-func_suffix-bold_task-frac2back,41,1,64,64,46,0.032,0.00055,90,FALSE,1529,func,46,183.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__42,datatype-func_suffix-bold_task-frac2back,42,1,64,64,46,0.032,0.00055,90,FALSE,1529,func,46,81.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__43,datatype-func_suffix-bold_task-frac2back,43,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,132.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__44,datatype-func_suffix-bold_task-frac2back,44,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,115.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__45,datatype-func_suffix-bold_task-frac2back,45,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,154.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__46,datatype-func_suffix-bold_task-frac2back,46,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,110.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__47,datatype-func_suffix-bold_task-frac2back,47,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,129.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__48,datatype-func_suffix-bold_task-frac2back,48,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,72.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__49,datatype-func_suffix-bold_task-frac2back,49,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,143.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__50,datatype-func_suffix-bold_task-frac2back,50,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,134.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__51,datatype-func_suffix-bold_task-frac2back,51,1,64,64,46,0.032,0.00055,90,FALSE,1529,func,46,153.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__52,datatype-func_suffix-bold_task-frac2back,52,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,138.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__53,datatype-func_suffix-bold_task-frac2back,53,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,105.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__54,datatype-func_suffix-bold_task-frac2back,54,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,151.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__55,datatype-func_suffix-bold_task-frac2back,55,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,226.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__56,datatype-func_suffix-bold_task-frac2back,56,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,91.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__57,datatype-func_suffix-bold_task-frac2back,57,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,109.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__58,datatype-func_suffix-bold_task-frac2back,58,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,167.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__59,datatype-func_suffix-bold_task-frac2back,59,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,73.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__60,datatype-func_suffix-bold_task-frac2back,60,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,125.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__61,datatype-func_suffix-bold_task-frac2back,61,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,195.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-frac2back__62,datatype-func_suffix-bold_task-frac2back,62,1,64,64,46,0.032,0.00055,90,TRUE,1529,func,46,84.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__1,datatype-func_suffix-bold_task-idemo,1,1457,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,210.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNoFmap_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__2,datatype-func_suffix-bold_task-idemo,2,43,64,64,46,0.032,0.00055,90,FALSE,1527,func,46,210.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__3,datatype-func_suffix-bold_task-idemo,3,2,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,87.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__4,datatype-func_suffix-bold_task-idemo,4,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,83.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__5,datatype-func_suffix-bold_task-idemo,5,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,205.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__6,datatype-func_suffix-bold_task-idemo,6,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,151.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__7,datatype-func_suffix-bold_task-idemo,7,1,64,64,46,0.032,0.00055,90,FALSE,1527,func,46,102.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__8,datatype-func_suffix-bold_task-idemo,8,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,193.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__9,datatype-func_suffix-bold_task-idemo,9,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,131.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__10,datatype-func_suffix-bold_task-idemo,10,1,64,64,46,0.032,0.00055,90,FALSE,1527,func,46,126.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__11,datatype-func_suffix-bold_task-idemo,11,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,135.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__12,datatype-func_suffix-bold_task-idemo,12,1,64,64,46,0.032,0.00055,90,FALSE,1527,func,46,176.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTObliquity_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__13,datatype-func_suffix-bold_task-idemo,13,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,210.0,TRUE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__14,datatype-func_suffix-bold_task-idemo,14,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,172.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__15,datatype-func_suffix-bold_task-idemo,15,1,64,64,46,0.032,0.00055,90,FALSE,1527,func,46,98.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__16,datatype-func_suffix-bold_task-idemo,16,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,115.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__17,datatype-func_suffix-bold_task-idemo,17,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,140.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__18,datatype-func_suffix-bold_task-idemo,18,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,138.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__19,datatype-func_suffix-bold_task-idemo,19,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,209.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__20,datatype-func_suffix-bold_task-idemo,20,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,119.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__21,datatype-func_suffix-bold_task-idemo,21,1,64,64,46,0.032,0.00055,90,FALSE,1527,func,46,157.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__22,datatype-func_suffix-bold_task-idemo,22,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,179.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__23,datatype-func_suffix-bold_task-idemo,23,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,231.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__24,datatype-func_suffix-bold_task-idemo,24,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,170.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__25,datatype-func_suffix-bold_task-idemo,25,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,160.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__26,datatype-func_suffix-bold_task-idemo,26,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,128.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__27,datatype-func_suffix-bold_task-idemo,27,1,64,64,46,0.032,0.00055,90,TRUE,1527,func,46,187.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-VARIANTNumVolumesNoFmap_datatype-func_suffix-bold_task-idemo,datatype-func_suffix-bold_task-idemo__28,datatype-func_suffix-bold_task-idemo,28,1,64,64,46,0.032,0.00055,90,FALSE,1527,func,46,125.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,,acquisition-singleband_datatype-func_suffix-bold_task-rest__1,acquisition-singleband_datatype-func_suffix-bold_task-rest,1,1375,64,64,46,0.032,0.00055,90,TRUE,1418,func,46,124.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-singlebandVARIANTNoFmap_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__2,acquisition-singleband_datatype-func_suffix-bold_task-rest,2,22,64,64,46,0.032,0.00055,90,FALSE,1418,func,46,124.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__3,acquisition-singleband_datatype-func_suffix-bold_task-rest,3,8,64,64,46,0.032,0.00055,90,TRUE,1418,func,46,204.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__4,acquisition-singleband_datatype-func_suffix-bold_task-rest,4,1,64,64,46,0.032,0.00055,90,TRUE,1418,func,46,123.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__5,acquisition-singleband_datatype-func_suffix-bold_task-rest,5,1,64,64,46,0.032,0.00055,90,TRUE,1418,func,46,99.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__6,acquisition-singleband_datatype-func_suffix-bold_task-rest,6,1,64,64,46,0.032,0.00055,90,TRUE,1418,func,46,83.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__7,acquisition-singleband_datatype-func_suffix-bold_task-rest,7,1,64,64,46,0.032,0.00055,90,TRUE,1418,func,46,107.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-singlebandVARIANTObliquity_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__8,acquisition-singleband_datatype-func_suffix-bold_task-rest,8,1,64,64,46,0.032,0.00055,90,TRUE,1418,func,46,124.0,TRUE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__9,acquisition-singleband_datatype-func_suffix-bold_task-rest,9,1,64,64,46,0.032,0.00055,90,TRUE,1418,func,46,62.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__10,acquisition-singleband_datatype-func_suffix-bold_task-rest,10,1,64,64,46,0.032,0.00055,90,TRUE,1418,func,46,84.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__11,acquisition-singleband_datatype-func_suffix-bold_task-rest,11,1,64,64,46,0.032,0.00055,90,TRUE,1418,func,46,86.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__12,acquisition-singleband_datatype-func_suffix-bold_task-rest,12,1,64,64,46,0.032,0.00055,90,TRUE,1418,func,46,101.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__13,acquisition-singleband_datatype-func_suffix-bold_task-rest,13,1,64,64,46,0.032,0.00055,90,TRUE,1418,func,46,73.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__14,acquisition-singleband_datatype-func_suffix-bold_task-rest,14,1,64,64,46,0.032,0.00055,90,TRUE,1418,func,46,108.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__15,acquisition-singleband_datatype-func_suffix-bold_task-rest,15,1,64,64,46,0.032,0.00055,90,TRUE,1418,func,46,97.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-singlebandVARIANTNumVolumes_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__16,acquisition-singleband_datatype-func_suffix-bold_task-rest,16,1,64,64,46,0.032,0.00055,90,TRUE,1418,func,46,88.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,,acquisition-100_datatype-func_suffix-bold_task-rest__1,acquisition-100_datatype-func_suffix-bold_task-rest,1,75,64,64,46,0.032,0.00055,90,TRUE,77,func,46,100.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0
,,,acquisition-100VARIANTNoFmap_datatype-func_suffix-bold_task-rest,acquisition-100_datatype-func_suffix-bold_task-rest__2,acquisition-100_datatype-func_suffix-bold_task-rest,2,2,64,64,46,0.032,0.00055,90,FALSE,77,func,46,100.0,FALSE,,1.0,j-,3.0,0.035,FALSE,3.0,3.0,3.0