Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,Dim1Size,Dim2Size,Dim3Size,DwellTime,EchoTime,EffectiveEchoSpacing,FieldmapKey00,FlipAngle,IntendedForKey00,IntendedForKey01,IntendedForKey02,IntendedForKey03,IntendedForKey04,IntendedForKey05,NSliceTimes,NumVolumes,Obliquity,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime,VoxelSizeDim1,VoxelSizeDim2,VoxelSizeDim3
,,,,datatype-func_suffix-bold_task-frac2back__9,datatype-func_suffix-bold_task-frac2back,9,2,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,186.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__10,datatype-func_suffix-bold_task-frac2back,10,2,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,113.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__11,datatype-func_suffix-bold_task-frac2back,11,2,64,64,46,,0.032,0.000550002,,90,,,,,,,46,180.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__12,datatype-func_suffix-bold_task-frac2back,12,2,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,126.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__13,datatype-func_suffix-bold_task-frac2back,13,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,78.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__14,datatype-func_suffix-bold_task-frac2back,14,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,88.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__15,datatype-func_suffix-bold_task-frac2back,15,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,54.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__16,datatype-func_suffix-bold_task-frac2back,16,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,27.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__17,datatype-func_suffix-bold_task-frac2back,17,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,76.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__18,datatype-func_suffix-bold_task-frac2back,18,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,157.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__19,datatype-func_suffix-bold_task-frac2back,19,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,175.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__20,datatype-func_suffix-bold_task-frac2back,20,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,108.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__21,datatype-func_suffix-bold_task-frac2back,21,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,183.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__22,datatype-func_suffix-bold_task-frac2back,22,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,103.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__23,datatype-func_suffix-bold_task-frac2back,23,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,200.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__24,datatype-func_suffix-bold_task-frac2back,24,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,231.0,True,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__25,datatype-func_suffix-bold_task-frac2back,25,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,156.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__26,datatype-func_suffix-bold_task-frac2back,26,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,187.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__27,datatype-func_suffix-bold_task-frac2back,27,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,191.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__28,datatype-func_suffix-bold_task-frac2back,28,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,101.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__29,datatype-func_suffix-bold_task-frac2back,29,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,49.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__30,datatype-func_suffix-bold_task-frac2back,30,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,205.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__31,datatype-func_suffix-bold_task-frac2back,31,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,195.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__32,datatype-func_suffix-bold_task-frac2back,32,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,207.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__33,datatype-func_suffix-bold_task-frac2back,33,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,180.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__34,datatype-func_suffix-bold_task-frac2back,34,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,218.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__35,datatype-func_suffix-bold_task-frac2back,35,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,225.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__36,datatype-func_suffix-bold_task-frac2back,36,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,149.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__37,datatype-func_suffix-bold_task-frac2back,37,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,117.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__38,datatype-func_suffix-bold_task-frac2back,38,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,111.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__39,datatype-func_suffix-bold_task-frac2back,39,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,84.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__40,datatype-func_suffix-bold_task-frac2back,40,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,227.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__41,datatype-func_suffix-bold_task-frac2back,41,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,46.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__42,datatype-func_suffix-bold_task-frac2back,42,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,170.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__43,datatype-func_suffix-bold_task-frac2back,43,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,134.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__44,datatype-func_suffix-bold_task-frac2back,44,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,227.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__45,datatype-func_suffix-bold_task-frac2back,45,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,140.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__46,datatype-func_suffix-bold_task-frac2back,46,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,141.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__47,datatype-func_suffix-bold_task-frac2back,47,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,183.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__48,datatype-func_suffix-bold_task-frac2back,48,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,81.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__49,datatype-func_suffix-bold_task-frac2back,49,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,132.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__50,datatype-func_suffix-bold_task-frac2back,50,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,115.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__51,datatype-func_suffix-bold_task-frac2back,51,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,154.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__52,datatype-func_suffix-bold_task-frac2back,52,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,29.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__53,datatype-func_suffix-bold_task-frac2back,53,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,110.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__54,datatype-func_suffix-bold_task-frac2back,54,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,129.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__55,datatype-func_suffix-bold_task-frac2back,55,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,72.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__56,datatype-func_suffix-bold_task-frac2back,56,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,44.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__57,datatype-func_suffix-bold_task-frac2back,57,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,201.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__58,datatype-func_suffix-bold_task-frac2back,58,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,143.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__59,datatype-func_suffix-bold_task-frac2back,59,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,153.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__60,datatype-func_suffix-bold_task-frac2back,60,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,138.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__61,datatype-func_suffix-bold_task-frac2back,61,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,105.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__62,datatype-func_suffix-bold_task-frac2back,62,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,151.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__63,datatype-func_suffix-bold_task-frac2back,63,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,226.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__64,datatype-func_suffix-bold_task-frac2back,64,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,91.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__65,datatype-func_suffix-bold_task-frac2back,65,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,109.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__66,datatype-func_suffix-bold_task-frac2back,66,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,167.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__67,datatype-func_suffix-bold_task-frac2back,67,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,73.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__68,datatype-func_suffix-bold_task-frac2back,68,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,125.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__69,datatype-func_suffix-bold_task-frac2back,69,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,195.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__70,datatype-func_suffix-bold_task-frac2back,70,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,98.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__71,datatype-func_suffix-bold_task-frac2back,71,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,39.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__1,datatype-func_suffix-bold_task-idemo,1,1434,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,210.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__2,datatype-func_suffix-bold_task-idemo,2,39,64,64,46,,0.032,0.000550002,,90,,,,,,,46,210.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__3,datatype-func_suffix-bold_task-idemo,3,23,64,64,46,3.8e-06,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,210.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__4,datatype-func_suffix-bold_task-idemo,4,4,64,64,46,3.8e-06,0.032,0.000550002,,90,,,,,,,46,210.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__5,datatype-func_suffix-bold_task-idemo,5,2,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,87.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__6,datatype-func_suffix-bold_task-idemo,6,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,126.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__7,datatype-func_suffix-bold_task-idemo,7,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,210.0,True,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__8,datatype-func_suffix-bold_task-idemo,8,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,176.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__9,datatype-func_suffix-bold_task-idemo,9,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,19.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__10,datatype-func_suffix-bold_task-idemo,10,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,135.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__11,datatype-func_suffix-bold_task-idemo,11,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,193.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__12,datatype-func_suffix-bold_task-idemo,12,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,131.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__13,datatype-func_suffix-bold_task-idemo,13,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,98.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__14,datatype-func_suffix-bold_task-idemo,14,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,6.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__15,datatype-func_suffix-bold_task-idemo,15,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,102.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__16,datatype-func_suffix-bold_task-idemo,16,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,151.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__17,datatype-func_suffix-bold_task-idemo,17,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,205.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__18,datatype-func_suffix-bold_task-idemo,18,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,172.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__19,datatype-func_suffix-bold_task-idemo,19,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,115.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__20,datatype-func_suffix-bold_task-idemo,20,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,83.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__21,datatype-func_suffix-bold_task-idemo,21,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,140.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__22,datatype-func_suffix-bold_task-idemo,22,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,138.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__23,datatype-func_suffix-bold_task-idemo,23,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,209.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__24,datatype-func_suffix-bold_task-idemo,24,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,119.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__25,datatype-func_suffix-bold_task-idemo,25,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,157.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__26,datatype-func_suffix-bold_task-idemo,26,1,64,64,46,3.8e-06,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,179.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__27,datatype-func_suffix-bold_task-idemo,27,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,231.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__28,datatype-func_suffix-bold_task-idemo,28,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,170.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__29,datatype-func_suffix-bold_task-idemo,29,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,160.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__30,datatype-func_suffix-bold_task-idemo,30,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,128.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__31,datatype-func_suffix-bold_task-idemo,31,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,187.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-idemo__32,datatype-func_suffix-bold_task-idemo,32,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,125.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
