Notes,ManualCheck,RenameKeyGroup,MergeInto,KeyGroup,ParamGroup,Counts,DwellTime,EchoTime,EffectiveEchoSpacing,FieldmapKey00,FlipAngle,IntendedForKey00,IntendedForKey01,IntendedForKey02,IntendedForKey03,IntendedForKey04,IntendedForKey05,IntendedForKey06,IntendedForKey07,NSliceTimes,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime
,,,,datatype-fmap_fmap-phase1_suffix-phase1,33,1,,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase1_suffix-phase1,34,7,,0.00269,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase1_suffix-phase1,35,1,,0.00269,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase1_suffix-phase1,36,1,,0.00269,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,suffix-m0scan,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase1_suffix-phase1,37,1,,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-hero,datatype-func_suffix-bold_task-idemo,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase1_suffix-phase1,38,1,,0.00269,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase1_suffix-phase1,39,1,,0.00269,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase1_suffix-phase1,40,2,,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase1_suffix-phase1,41,2,,0.00269,,,60,acquisition-se_suffix-asl,,,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase1_suffix-phase1,42,1,,0.00269,,,60,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase1_suffix-phase1,43,1,,0.00269,,,60,datatype-func_suffix-bold_task-frac2back,,,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase1_suffix-phase1,44,1,1.56E-05,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase1_suffix-phase1,45,1,,0.00269,,,60,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,1,1054,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,2,31,,0.00527,,,60,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,3,17,,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,4,5,,0.00527,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,5,26,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,6,170,,0.00527,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,7,1,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,8,14,,0.00527,,,60,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-idemo,,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,9,63,,0.00527,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,10,15,1.56E-05,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,11,14,,0.00527,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,12,1,,0.00527,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,13,16,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,14,4,,0.00527,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,15,2,1.56E-05,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,16,5,,0.00527,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,17,4,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,18,2,,0.00527,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,suffix-m0scan,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,19,12,,0.00527,,,60,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,20,1,,0.00527,,,60,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,21,10,,0.00527,,,60,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,22,2,,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,23,7,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,24,2,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-idemo,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,25,2,,0.00527,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,26,1,,0.00527,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,27,2,,0.00527,,,60,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,suffix-m0scan,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,28,1,,0.00527,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,29,2,1.56E-05,0.00527,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,30,2,,0.00527,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,31,1,1.56E-05,0.00527,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,32,3,1.56E-05,0.00527,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,33,1,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,34,7,,0.00527,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,35,1,,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,36,1,,0.00527,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,suffix-m0scan,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,37,1,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-hero,datatype-func_suffix-bold_task-idemo,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,38,1,,0.00527,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,39,1,,0.00527,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,40,2,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,41,2,,0.00527,,,60,acquisition-se_suffix-asl,,,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,42,1,,0.00527,,,60,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,43,1,,0.00527,,,60,datatype-func_suffix-bold_task-frac2back,,,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,44,1,1.56E-05,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phase2_suffix-phase2,45,1,,0.00527,,,60,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,0,,1,j-,1,
,,,,datatype-fmap_fmap-phasediff_suffix-phasediff,1,13,,0.00667,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,0,,1,j-,0.5,
,,,,datatype-fmap_fmap-phasediff_suffix-phasediff,2,2,3E-05,0.00667,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,0,,1,j-,0.5,
,,,,datatype-fmap_fmap-phasediff_suffix-phasediff,3,1,,0.00667,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-go2back,datatype-func_suffix-bold_task-idemo,,,0,,1,j-,0.5,
,,,,datatype-fmap_fmap-phasediff_suffix-phasediff,4,1,,0.00667,,,60,acquisition-refaced_datatype-anat_suffix-T1w,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,0,,1,j-,0.5,
dominant group,,,,datatype-func_suffix-bold_task-frac2back,1,1462,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,46,,1,j-,3,0.0346501
phasediff field map,,,,datatype-func_suffix-bold_task-frac2back,2,14,,0.032,0.000550002,datatype-fmap_fmap-phasediff_suffix-phasediff,90,,,,,,,,,46,,1,j-,3,0.0346501
"phasediff, dwell time",,,,datatype-func_suffix-bold_task-frac2back,3,2,3.8E-06,0.032,0.000550002,datatype-fmap_fmap-phasediff_suffix-phasediff,90,,,,,,,,,46,,1,j-,3,0.0346501
no field map,1,,,datatype-func_suffix-bold_task-frac2back,4,32,,0.032,0.000550002,,90,,,,,,,,,46,,1,j-,3,0.0346501
dwell time,,,,datatype-func_suffix-bold_task-frac2back,5,24,3.8E-06,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,46,,1,j-,3,0.0346501
"no field map, dwell time",1,,,datatype-func_suffix-bold_task-frac2back,6,2,3.8E-06,0.032,0.000550002,,90,,,,,,,,,46,,1,j-,3,0.0346501
remove from study,,,,datatype-func_suffix-bold_task-go2back,1,1,,0.032,0.000550002,datatype-fmap_fmap-phasediff_suffix-phasediff,90,,,,,,,,,46,,1,j-,3,0.0346501
remove from study,,,,datatype-func_suffix-bold_task-hero,1,1,,0.03,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,72,,,,,,,,,32,,1,j-,2,0.0346501
dominant group,,,,datatype-func_suffix-bold_task-idemo,1,1456,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,46,,1,j-,3,0.0346501
phasediff field map,,,,datatype-func_suffix-bold_task-idemo,2,15,,0.032,0.000550002,datatype-fmap_fmap-phasediff_suffix-phasediff,90,,,,,,,,,46,,1,j-,3,0.0346501
"phasedif, dwell time",,,,datatype-func_suffix-bold_task-idemo,3,2,3.8E-06,0.032,0.000550002,datatype-fmap_fmap-phasediff_suffix-phasediff,90,,,,,,,,,46,,1,j-,3,0.0346501
dwell time,,,,datatype-func_suffix-bold_task-idemo,4,24,3.8E-06,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,46,,1,j-,3,0.0346501
no field map,1,,,datatype-func_suffix-bold_task-idemo,5,30,,0.032,0.000550002,,90,,,,,,,,,46,,1,j-,3,0.0346501
"no field map, dwell time",1,,,datatype-func_suffix-bold_task-idemo,6,2,3.8E-06,0.032,0.000550002,,90,,,,,,,,,46,,1,j-,3,0.0346501
dominant group,,,,suffix-m0scan,1,217,,0.029,0.000345003,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,20,2,0.875,j-,20,0.0327753
dwell time,,,,suffix-m0scan,2,2,2.7E-06,0.029,0.000345003,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,20,2,0.875,j-,20,0.0327753
no field map,1,,,suffix-m0scan,3,1,,0.029,0.000345003,,90,,,,,,,,,20,2,0.875,j-,20,0.0327753